District,Crop,Year,Season,Area,Temperature,Rainfall,Yield
4,6,1998,2,13500.0,25.959461,178.025,0.5259259259259259
4,7,1998,3,700.0,22.671051,0.4,0.1428571428571428
4,8,1998,2,1200.0,25.959461,178.025,0.5
4,9,1998,2,5900.0,25.959461,178.025,0.2542372881355932
4,11,1998,2,3400.0,25.959461,178.025,0.6176470588235294
4,13,1998,2,9000.0,25.959461,178.025,0.4111111111111111
4,13,1998,3,8900.0,22.671051,0.4,0.4831460674157303
4,13,1998,4,300.0,32.37958,4.2,0.6666666666666666
4,14,1998,2,40800.0,25.959461,178.025,0.5980392156862745
4,15,1998,2,7200.0,25.959461,178.025,0.5277777777777778
5,1,1998,2,110300.0,26.276064,168.875,0.828649138712602
5,2,1998,3,23600.0,23.706516,0.325,0.5
5,3,1998,2,12400.0,26.276064,168.875,0.5564516129032258
5,3,1998,4,3100.0,33.178883,4.9,1.064516129032258
5,4,1998,2,73600.0,26.276064,168.875,0.7880434782608695
5,4,1998,3,239800.0,23.706516,0.325,0.5629691409507923
5,5,1998,2,3000.0,26.276064,168.875,2.1666666666666665
5,5,1998,3,2100.0,23.706516,0.325,1.3333333333333333
5,5,1998,4,500.0,33.178883,4.9,1.4
5,6,1998,2,17200.0,26.276064,168.875,0.4069767441860465
5,7,1998,3,600.0,23.706516,0.325,0.3333333333333333
5,8,1998,2,3500.0,26.276064,168.875,0.4
5,9,1998,2,7200.0,26.276064,168.875,0.2638888888888889
5,11,1998,2,1100.0,26.276064,168.875,1.181818181818182
5,13,1998,2,17600.0,26.276064,168.875,0.4147727272727273
5,13,1998,3,28100.0,23.706516,0.325,0.4021352313167259
5,13,1998,4,1700.0,33.178883,4.9,0.5882352941176471
5,14,1998,2,46100.0,26.276064,168.875,0.6160520607375272
5,15,1998,2,8400.0,26.276064,168.875,0.3928571428571428
6,2,1998,3,9400.0,21.54359,26.1,0.4680851063829787
6,3,1998,2,200.0,27.922832,258.07498,1.0
6,3,1998,4,200.0,34.18239,11.799999,1.0
6,4,1998,3,2300.0,21.54359,26.1,0.391304347826087
6,5,1998,2,200.0,27.922832,258.07498,2.0
6,6,1998,2,600.0,27.922832,258.07498,0.5
6,7,1998,3,1700.0,21.54359,26.1,0.1764705882352941
6,8,1998,2,311400.0,27.922832,258.07498,1.1746949261400128
6,8,1998,4,13500.0,34.18239,11.799999,1.5629629629629629
6,9,1998,2,1800.0,27.922832,258.07498,0.3333333333333333
6,9,1998,3,500.0,21.54359,26.1,0.2
6,11,1998,2,11900.0,27.922832,258.07498,1.680672268907563
6,14,1998,2,10100.0,27.922832,258.07498,0.7524752475247525
6,15,1998,2,1700.0,27.922832,258.07498,0.2941176470588235
7,1,1998,2,265800.0,26.642021,172.0,0.7618510158013544
7,2,1998,3,45500.0,22.026236,4.95,0.8065934065934066
7,3,1998,2,7500.0,26.642021,172.0,0.76
7,3,1998,4,2700.0,32.987408,4.55,1.0
7,4,1998,2,130500.0,26.642021,172.0,1.7816091954022988
7,4,1998,3,21200.0,22.026236,4.95,0.3584905660377358
7,5,1998,2,22000.0,26.642021,172.0,1.813636363636364
7,5,1998,3,1000.0,22.026236,4.95,1.4
7,5,1998,4,100.0,32.987408,4.55,1.0
7,6,1998,2,63700.0,26.642021,172.0,0.6452119309262166
7,7,1998,3,100.0,22.026236,4.95,1.0
7,8,1998,2,500.0,26.642021,172.0,0.8
7,9,1998,2,12600.0,26.642021,172.0,0.365079365079365
7,11,1998,2,37300.0,26.642021,172.0,1.099195710455764
7,13,1998,2,2700.0,26.642021,172.0,0.3333333333333333
7,13,1998,3,8400.0,22.026236,4.95,0.4761904761904761
7,13,1998,4,1500.0,32.987408,4.55,1.1333333333333333
7,14,1998,2,61600.0,26.642021,172.0,0.961038961038961
7,15,1998,2,63700.0,26.642021,172.0,0.6436420722135008
8,1,1998,2,52700.0,28.390335,225.20001,0.8406072106261859
8,2,1998,3,15600.0,23.395298,17.6,0.4166666666666667
8,3,1998,4,200.0,34.96086,6.7000003,1.0
8,4,1998,2,20900.0,28.390335,225.20001,0.8995215311004785
8,4,1998,3,72200.0,23.395298,17.6,0.3240997229916897
8,5,1998,2,100.0,28.390335,225.20001,2.0
8,6,1998,2,2700.0,28.390335,225.20001,0.5555555555555556
8,7,1998,3,600.0,23.395298,17.6,0.1666666666666666
8,8,1998,2,132200.0,28.390335,225.20001,1.208018154311649
8,8,1998,4,3000.0,34.96086,6.7000003,1.5666666666666669
8,9,1998,2,1300.0,28.390335,225.20001,0.3076923076923077
8,9,1998,3,1800.0,23.395298,17.6,0.1666666666666666
8,11,1998,2,113300.0,28.390335,225.20001,2.067961165048544
8,13,1998,3,400.0,23.395298,17.6,0.5
8,14,1998,2,25200.0,28.390335,225.20001,0.4841269841269841
8,15,1998,2,1700.0,28.390335,225.20001,0.7647058823529411
9,1,1998,2,94600.0,27.482574,118.0,1.0919661733615222
9,2,1998,3,31100.0,23.212296,1.05,0.752411575562701
9,3,1998,2,51000.0,27.482574,118.0,0.7490196078431373
9,3,1998,4,20200.0,32.506096,0.65,1.1782178217821782
9,4,1998,2,73000.0,27.482574,118.0,1.632876712328767
9,4,1998,3,46600.0,23.212296,1.05,1.03862660944206
9,5,1998,2,18800.0,27.482574,118.0,1.9840425531914887
9,5,1998,3,1400.0,23.212296,1.05,1.6428571428571428
9,5,1998,4,100.0,32.506096,0.65,1.0
9,6,1998,2,33500.0,27.482574,118.0,0.5850746268656717
9,7,1998,3,800.0,23.212296,1.05,0.25
9,8,1998,2,26400.0,27.482574,118.0,0.6022727272727273
9,9,1998,2,10900.0,27.482574,118.0,0.3669724770642202
9,9,1998,3,200.0,23.212296,1.05,0.0
9,11,1998,2,4000.0,27.482574,118.0,1.425
9,13,1998,2,800.0,27.482574,118.0,0.25
9,13,1998,3,600.0,23.212296,1.05,0.5
9,13,1998,4,200.0,32.506096,0.65,1.0
9,14,1998,2,27000.0,27.482574,118.0,0.3703703703703703
9,15,1998,2,32600.0,27.482574,118.0,0.8128834355828221
10,2,1998,3,3500.0,23.72331,20.35,0.5714285714285714
10,3,1998,4,100.0,34.08468,15.2,1.0
10,4,1998,2,100.0,27.77046,276.925,1.0
10,4,1998,3,15200.0,23.72331,20.35,0.2763157894736842
10,5,1998,2,3000.0,27.77046,276.925,1.9
10,6,1998,2,100.0,27.77046,276.925,1.0
10,7,1998,3,300.0,23.72331,20.35,0.3333333333333333
10,8,1998,2,138300.0,27.77046,276.925,1.114244396240058
10,8,1998,4,4800.0,34.08468,15.2,1.4791666666666667
10,9,1998,2,600.0,27.77046,276.925,0.3333333333333333
10,9,1998,3,2600.0,23.72331,20.35,0.1538461538461538
10,11,1998,2,1400.0,27.77046,276.925,1.2142857142857142
10,13,1998,3,500.0,23.72331,20.35,0.4
10,14,1998,2,1800.0,27.77046,276.925,0.7222222222222222
10,15,1998,2,100.0,27.77046,276.925,1.0
13,1,1998,2,371900.0,28.267906,155.525,1.3162140360311911
13,2,1998,3,57400.0,23.676685,2.0,0.6986062717770035
13,3,1998,2,8300.0,28.267906,155.525,0.8674698795180723
13,3,1998,4,12600.0,34.184097,0.5,1.3333333333333333
13,4,1998,2,157300.0,28.267906,155.525,2.030514939605849
13,4,1998,3,61300.0,23.676685,2.0,1.223491027732463
13,5,1998,2,7700.0,28.267906,155.525,2.116883116883117
13,5,1998,3,400.0,23.676685,2.0,1.5
13,5,1998,4,500.0,34.184097,0.5,1.4
13,6,1998,2,33200.0,28.267906,155.525,0.6957831325301205
13,7,1998,3,300.0,23.676685,2.0,0.0
13,8,1998,2,1800.0,28.267906,155.525,1.0555555555555556
13,9,1998,2,24800.0,28.267906,155.525,0.407258064516129
13,11,1998,2,2400.0,28.267906,155.525,1.5
13,13,1998,2,1300.0,28.267906,155.525,0.3076923076923077
13,13,1998,3,1200.0,23.676685,2.0,0.5833333333333334
13,13,1998,4,600.0,34.184097,0.5,0.8333333333333334
13,14,1998,2,24400.0,28.267906,155.525,0.569672131147541
13,15,1998,2,56800.0,28.267906,155.525,0.6566901408450704
14,1,1998,2,162600.0,26.447897,149.425,1.066420664206642
14,2,1998,3,15900.0,22.862005,1.225,0.5220125786163522
14,3,1998,2,2300.0,26.447897,149.425,0.5217391304347826
14,3,1998,4,1600.0,33.0474,3.6000001,0.9375
14,4,1998,2,36200.0,26.447897,149.425,1.2651933701657458
14,4,1998,3,129900.0,22.862005,1.225,0.7274826789838337
14,5,1998,2,33200.0,26.447897,149.425,2.216867469879518
14,5,1998,3,3200.0,22.862005,1.225,1.5625
14,5,1998,4,500.0,33.0474,3.6000001,1.4
